but while the new york stock exchange did n't fall ___
<unk> 's <unk> no <unk> baker <unk> the heads of ___
the book loses some momentum toward the end when <unk> ___
for the most part though there 's much pleasure in ___
the bronx also figures in bruce jay <unk> 's latest ___
but both the past and present <unk> of the current ___
for his sixth novel mr. <unk> tried to <unk> the ___
harry is now a <unk> writer whose continuing <unk> with ___
harry <unk> <unk> the old days of the early <unk> ___
line by line mr. <unk> 's <unk> <unk> can be ___
harry has avoided all that by living in a long ___
but it does n't take too many lines to figure ___
gulf resources & chemical corp. said it agreed to pay ___
in N the epa notified gulf resources which was a ___
the <unk> area is <unk> with lead <unk> and other ___
gulf resources earlier this year proposed a reorganization plan that ___
the company said that as part of its agreement with ___
the company which issued a statement on the agreement late ___
the agreement and consent <unk> are subject to court approval ___
gulf resources added that it will seek to recover equitable ___
under the agreement gulf must give the u.s. government N ___
the company 's net worth can not fall below $ ___
the terms of that agreement only become effective the date ___
in addition gulf must give the government N days ' ___
gulf 's net worth after those transaction must be at ___
separately the company said it expects to hold a special ___
many of the nation 's <unk> executives <unk> friday 's ___
assuming that the market does n't head into a <unk> ___
this is a reaction to <unk> lbo <unk> rather than ___
if we get rid of a lot of that nonsense ___
a few of the executives here for the fall meeting ___
people wish the government would do something about leveraged buy-outs ___
the executives were <unk> <unk> by the plunge even though ___
i 'm not going to worry about one day 's ___
i did n't bother calling anybody i did n't even ___
there has n't been any fundamental change in the economy ___
the fact that this happened two years ago and there ___
of course established corporate <unk> often tend to <unk> the ___
indeed one chief executive who was downright <unk> by friday ___
asked whether friday 's action could help him avoid being ___
on friday morning before the market 's sell-off the business ___
of the N economists who worked on the business council ___
the real estate slump that 's pushing down the price ___
in manhattan <unk> store sites sit vacant and newly constructed ___
retail real estate brokers say tenants are reluctant to sign ___
there is an <unk> amount of space available says faith ___
there are about N stores for rent up from a ___
they wonder should they sign a lease if prices are ___
in addition ms. <unk> says tenants usually can negotiate to ___
a handful of hot retail locations such as the <unk> ___
but on average manhattan retail <unk> have dropped N N ___
that follows a more <unk> decline in the prior six ___
the same factors limiting demand for office space have affected ___
as businesses contract or <unk> the number of employees who ___
he says financial problems <unk> electronics fur and furniture companies ___
hardest hit are what he calls secondary sites that primarily ___
in these locations mr. <unk> says retailers are increasingly cautious ___
weakness in the restaurant industry which is leaving retail space ___
it is also no comfort to <unk> and small new ___
hooker corp. parent of <unk> teller and b. altman 's ___
the trend toward lower <unk> may seem surprising given that ___
but despite the recent softening for many of these retailers ___
certainly the recent drop in prices does n't mean manhattan ___
new york retail <unk> still run well above the going ___
madison and fifth <unk> and east <unk> street can command ___
the thriving <unk> street area offers <unk> of about $ ___
by contrast <unk> in the best retail locations in boston ___
and <unk> on beverly hills ' <unk> drive generally do ___
the new york stock exchange said two securities will begin ___
precision <unk> corp. <unk> ore. will begin trading with the ___
royal bank of scotland group plc an <unk> scotland financial ___
it will continue to trade on the international stock exchange ___
aim telephones inc. a <unk> n.j. telecommunications equipment supply company ___
the national market system of the nasdaq over-the-counter market listed ___
employee benefit plans inc. a minneapolis health-care services company was ___
when justice william <unk> marks the start of his <unk> ___
for the first time the <unk> justice finds his influence ___
this role reversal holds true as well for his three ___
but are these four players three of them in their ___
every indication is that the four are prepared to accept ___
justices <unk> and stevens appear <unk> about it justices marshall ___
the four justices are no newcomers to dissent often joining ___
but always in years past they have <unk> the trend ___
now however as the court 's new <unk> conservative majority ___
the change is most dramatic for justice <unk> the last ___
in the seven supreme court terms from the fall of ___
last term alone he cast N <unk> votes in N ___
but justice <unk> <unk> his new role strongly defending the ___
each time the court <unk> an issue the justices will ___
moreover in recent months he has said that when he ___
he has said that he now knows how justice john ___
associates of <unk> justice marshall say he was depressed about ___
we could sweep it under the <unk> and hide it ___
he like justice <unk> considers <unk> highly important for the ___
harvard law school professor laurence tribe says there is a ___
the <unk> in the warren court he says appeared to ___
<unk> and marshall are speaking in their <unk> to a ___
justice <unk> who will turn N next month also seems ___
associates say he takes some <unk> more personally than his ___
friends and associates who saw justice <unk> during the summer ___
but his level of frustration showed in a recent <unk> ___
he concluded his remarks by <unk> <unk> and at some ___
justice stevens N is probably the most <unk> of the ___
if the role these four <unk> are assuming is a ___
the <unk> of the warren court were often defending a ___
the government sold the deposits of four savings-and-loan institutions in ___
the four s&ls were sold to large banks as was ___
two of the four big thrifts were sold to ncnb ___
a canadian bank bought another thrift in the first rtc ___
under these deals the rtc sells just the deposits and ___
these <unk> transactions leave the bulk of bad assets mostly ___
in these four for instance the rtc is stuck with ___
<unk> paid premiums ranging from N N to N N ___
the buyers will also be locked into deposit rates for ___
after that the buyers may <unk> the rates paid by ___
but it 's uncertain whether these institutions will take those ___
ncnb for example has been one of the highest rate ___
the rtc had previously targeted five thrifts for quick sales ___
these thrifts are <unk> <unk> said <unk> <unk> an industry ___
for example the delay in selling people 's heritage savings ___
ncnb will acquire university federal savings association houston which had ___
ncnb texas national bank will pay the rtc a premium ___
as a measure of the <unk> to which the texas ___
ncnb also acquired freedom savings & loan association tampa fla. ___
ncnb will pay the rtc a premium of $ N ___
ncnb will also acquire $ N million of freedom 's ___
meridian bancorp inc. reading pa. will acquire hill financial savings ___
meridian will pay a premium of $ N million to ___
it will also purchase $ N million of the thrift ___
in the first rtc transaction with a foreign buyer royal ___
royal <unk> will pay the rtc $ N million to ___
it will also purchase $ N million in assets and ___
the following issues were recently filed with the securities and ___
american <unk> co. offering of N common shares via merrill ___
limited inc. offering of up to $ N million of ___
<unk> california performance plus municipal fund inc. initial offering of ___
<unk> health systems inc. proposed offering of N million common ___
<unk> inc. offering of one million new shares of common ___
trans world airlines inc. offering of $ N million senior ___
time magazine in a move to reduce the costs of ___
in an announcement to its staff last week executives at ___
in a related development the <unk> for the fourth year ___
however because the guaranteed circulation base is being lowered ad ___
time is following the course of some other <unk> magazines ___
in recent years reader 's digest new york times co. ___
deep discounts in <unk> and offers of free <unk> <unk> ___
but time as part of the more <unk> time warner ___
besides time executives think selling a news magazine with a ___
time magazine executives predictably <unk> the circulation cut as a ___
what we are doing is <unk> out the readers who ___
however time executives used the same explanation when in october ___
and time 's paid circulation according to audit bureau of ___
it 's <unk> for advertisers to know the reader will ___
it 's not a show of weakness they are improving ___
mr. <unk> said the changes represent a new focus in ___
the question is how much are we getting from each ___
time 's rivals <unk> washington post co. 's newsweek and ___
both magazines are expected to announce their ad rates and ___
when the news broke of an attempted coup in panama ___
that shows how far ted turner 's cable news network ___
it is bigger faster and more profitable than the news ___
its niche as the network of record during major crises ___
although <unk> <unk> when big news breaks it <unk> during ___
<unk> executives worry that the network 's <unk> but <unk> ___
just the fact we 're on N hours is no ___
so <unk> a unit of atlanta-based turner broadcasting system inc. ___
tonight to kick off the effort <unk> will premiere its ___
the show will be <unk> by bernard shaw and <unk> ___
the new show is perhaps the <unk> in a number ___
to <unk> itself <unk> is also expanding international coverage and ___
it is paying higher salaries after years of <unk> to ___
and it is <unk> on an expensive gamble to break ___
the next stage is to get beyond the opinion leaders ___
networks like other consumer products develop images in peoples ' ___
it also takes money that <unk> has been reluctant to ___
and the cable-tv operators <unk> 's distributors and part owners ___
the <unk> bid is aimed at <unk> 's <unk> <unk> ___
already <unk> is facing stronger competition from financial news network ___
in addition many cable-tv systems themselves are airing more local ___
its watchers are on the whole a <unk> group of ___
that 's less than one-third the time that viewers watch ___
the brief attention viewers give <unk> could put it at ___
its strategy in the past has been to serve as ___
it focused on building up its news bureaus around the ___
it filled its daily schedule with <unk> called <unk> <unk> ___
our goal is to create more programs with an individual ___
<unk> <unk> is adding a <unk> show in the morning ___
and it is exploring other original programs similar to its ___
then there 's the world today the prime-time <unk> featuring ___
until now <unk> has featured its hollywood <unk> show during ___
but N N of the <unk> households that watch news ___
mr. <unk> says the <unk> team will probably do two ___
i find it hard to <unk> of people switching over ___
the evening news is also slated as <unk> 's stage ___
in august the network hired <unk> producer <unk> hill the ___
she 's <unk> a staff of about N <unk> reporters ___
<unk> executives hope the <unk> created by such <unk> will ___
that 's such a departure from the past that many ___
they 've never shown any <unk> to spend money on ___
the network 's salaries have always ranged far below industry ___
<unk> recently gave most employees raises of as much as ___
says mr. <unk> <unk> is my wire service they 're ___
but to improve they 've really got to make the ___
in any case <unk> operators have reason to fear any ___
they market cable-tv on the very <unk> opportunities <unk> seeks ___
we would obviously be upset if those kinds of services ___
the second u.s. circuit court of appeals opinion in the ___
the fundamental rule of contract law applied to both cases ___
in the <unk> litigation the courts found pennzoil and <unk> ___
but the outcome of a legal dispute almost always turns ___
and the facts as found by the various courts in ___
when you suggest otherwise you leave the <unk> of reporting ___
valley federal savings & loan association said imperial corp. of ___
the broken purchase appears as additional evidence of trouble at ___
the community reinvestment act requires savings and loan associations to ___
the transaction announced in august included about $ N million ___
terms were n't disclosed but valley federal had said it ___
valley federal said friday that it is considering whether to ___
valley federal with assets of $ N billion is based ___
imperial corp. based in san diego is the parent of ___
in the first six months of the year it posted ___
lawyers for dozens of insolvent savings and loan associations are ___
the thrifts ' lawyers claim that the suits <unk> N ___
though the argument may have a <unk> ring to it ___
still one federal appeals court has signaled it 's willing ___
the dismissal of the pending suits could go a long ___
the s&l lawyers were encouraged last month by an <unk> ___
<unk> and the <unk> argued to the fifth u.s. circuit ___
if true the court wrote this <unk> would justify dismissal ___
but the court said it lacked enough financial information about ___
charles <unk> a lawyer for <unk> says he plans to ___
this institution is just brain dead says mr. <unk> a ___
but a lawyer for <unk> investment group the developer of ___
attorney richard jackson of dallas says a judgment for <unk> ___
we 're asking the court for a number of things ___
we 'd take the valley ranch free and clear as ___
kenneth j. <unk> who was named president of this thrift ___
mr. <unk> said he had planned to travel between the ___
south africa freed the anc 's sisulu and seven other ___
thousands of supporters many <unk> flags of the outlawed african ___
most of those freed had spent at least N years ___
the <unk> sisulu sentenced to life in N along with ___
the releases announced last week by president de <unk> were ___
<unk> considered the most prominent leader of the anc remains ___
but his release within the next few months is widely ___
the soviet union reported that thousands of tons of goods ___
strikes and <unk> were cited and premier <unk> warned of ___
bush indicated there might be room for flexibility in a ___
he reiterated his opposition to such funding but expressed hope ___
the president at a news conference friday also renewed a ___
the white house said <unk> have n't any right to ___
the administration 's policy was stated in a <unk> brief ___
ten of the nation 's governors meanwhile called on the ___
the justice department announced that the fbi has been given ___
secretary of state baker emphasized friday that the new policy ___
nasa <unk> the space shuttle atlantis ready for launch tomorrow ___
the spacecraft 's five <unk> are to <unk> the galileo ___
south korea 's president roh traveled to the u.s. for ___
roh who is facing calls for the reduction of u.s. ___
china 's communist leadership voted to <unk> the party of ___
the decision reported by the official <unk> news agency indicated ___
hundreds of east germans <unk> to bonn 's embassy in ___
more than N others escaped to west germany through hungary ___
in leipzig activists vowed to continue street protests to demand ___
<unk> 's president <unk> met in southern france with <unk> ___
details of the talks described by a <unk> official as ___
plo leader arafat insisted on guarantees that any elections in ___
in the occupied <unk> underground leaders of the arab <unk> ___
<unk> christian lawmakers presented to arab <unk> at talks in ___
a plan currently under study gives <unk> two years to ___
hurricane jerry threatened to combine with the highest <unk> of ___
thousands of residents of <unk> areas were ordered to <unk> ___
a group of arby 's franchisees said they formed an ___
the decision is the latest move in an <unk> battle ___
at the time a group called <unk> partners ltd. consisting ___
one week later leonard h. roberts president and chief executive ___
friday N franchisees announced the formation of an association called ___
the franchisees owners or operators of N of the N ___
we support all efforts to remove victor posner from control ___
the group said it would consider among other things <unk> ___
in florida <unk> <unk> a senior vice president at <unk> ___
september 's steep rise in producer prices shows that inflation ___
after falling for three consecutive months the producer price index ___
although the report which was released before the stock market ___
analysts immediately viewed the price data the <unk> inflation news ___
further fueling the belief that pressures in the economy were ___
that rise came on top of a N N gain ___
i think the friday report combined with the actions of ___
but economists were divided over the extent of the inflation ___
the overall N N increase is serious in itself but ___
but sung won <unk> chief economist at <unk> corp. in ___
i would say this is not bad news this is ___
all year energy prices have <unk> the producer price index ___
inflation <unk> has fallen back from its <unk> pace last ___
energy prices then plummeted through the summer causing the index ___
overall the index has climbed at a N N compound ___
while far more <unk> than the pace at the beginning ___
moreover this year 's good inflation news may have ended ___
some analysts expect oil prices to remain relatively stable in ___
analysts had expected that the climb in oil prices last ___
i think the <unk> in inflation is going to continue ___
he predicted that inflation will moderate next year saying that ___
but <unk> van <unk> president of the national association of ___
if you examine the data carefully the increase is concentrated ___
passenger car prices jumped N N in september after climbing ___
many analysts said the september increase was a one-time event ___
although all the price data were adjusted for normal seasonal ___
prices for capital equipment rose a hefty N N in ___
food prices declined N N after climbing N N in ___
meanwhile the retail sales report showed that car sales rose ___
but at least part of the increase could have come ___
sales at general merchandise stores rose N N after declining ___
producer prices for intermediate goods grew N N in september ___
prices for crude goods an array of raw materials jumped ___
here are the labor department 's producer price indexes N ___
<unk> financial corp. said it expects to report a loss ___
in the year-earlier period <unk> had net income of $ ___
<unk> 's president and chief executive officer john <unk> said ___
he said nonperforming assets rose to slightly more than $ ___
approximately N N of the total <unk> of nonperforming commercial ___
<unk> <unk> estimated that it will provide between $ N ___
<unk> added that significant additional loan-loss provisions may be required ___
city federal operates N banking offices in new jersey and ___
mr. <unk> said <unk> will also mark its portfolio of ___
that action <unk> said will result in a charge against ___
<unk> also said it expects to shed its remaining mortgage ___
all these actions mr. <unk> said will result in a ___
he added however depending on the resolution of certain accounting ___
centrust savings bank said federal thrift regulators ordered it to ___
in a statement miami-based centrust said the regulators cited the ___
regulators also ordered centrust to stop buying back the preferred ___
david l. paul chairman and chief executive officer criticized the ___
he said the thrift will try to get regulators to ___
the suspension of a preferred stock dividend is a serious ___
in march regulators labeled centrust a troubled institution largely because ___
in the same month the office of thrift supervision ordered ___
for the nine months ended june N centrust had a ___
centrust which is florida 's largest thrift holds one of ___
since april it has <unk> its high-yield bond holdings to ___
mr. paul said only about $ N million of the ___
the remainder he said are commercial loan <unk> or private ___
centrust and regulators have been in a dispute over market ___
the office of thrift supervision has been <unk> centrust to ___
regulators have become increasingly <unk> about centrust 's and other ___
the legislation requires thrifts to <unk> themselves of junk bonds ___
in american stock exchange composite trading friday centrust common shares ___
in a statement friday mr. paul challenged the regulators ' ___
he also said substantial reserves have been set aside for ___
in the third quarter for instance centrust added $ N ___
mr. paul said the regulators should instead move ahead with ___
the branch sale is the centerpiece of centrust 's strategy ___
most analysts and thrift executives had expected a decision on ___
many interpret the delay as an indication that regulators are ___
branches and deposits can be sold at a premium in ___
centrust however <unk> the branch sale saying it would bring ___
it said the sale would give it positive tangible capital ___
centrust said the branch sale would also reduce the company ___
critics however say the branch sale will make centrust more ___
mr. paul <unk> that he intends to further <unk> the ___
the thrift is also working to unload its junk-bond portfolio ___
on a recent saturday night in the midst of west ___
but perhaps even more remarkable the <unk> <unk> <unk> make ___
as the N economic integration approaches europe 's cultural <unk> ___
but much of what the europeans want to protect seems ___
the most <unk> opposition to american tv imports has come ___
so far the french have failed to win enough broad-based ___
a <unk> through the television listings and a few <unk> ___
while there are some popular action and drama series few ___
more european air time is filled with <unk> game shows ___
one of france 's most popular saturday night programs features ___
a <unk> game show has as its host a belgian ___
one of italy 's favorite shows <unk> a <unk> variety ___
<unk> the <unk> <unk> on another typical evening of fun ___
a celebrity guest u.s. ambassador to west germany richard burt ___
mr. burt nonetheless paid the penalty as if he had ___
if this seems like pretty weak stuff around which to ___
european programs usually target only their own local audience and ___
<unk> in germany or italy rarely make it even to ___
one annual <unk> the <unk> <unk> song contest featuring <unk> ___
another <unk> <unk> <unk> where <unk> from <unk> european countries ___
a <unk> <unk> under the title almost anything goes <unk> ___
for the most part what 's made here stays here ___
the <unk> of the british crop the literary <unk> that ___
there is for instance one man and his dog a ___
also <unk> to the british are hours of <unk> <unk> ___
a french <unk> of dallas called <unk> and set in ___
<unk> black forest clinic a kind of german <unk> elsewhere ___
italy 's most popular series is a drama called la ___
it was <unk> news in italy earlier this year when ___
spain 's most popular <unk> this year was <unk> the ___
the trend is pretty well established now that local programs ___
thus europe has begun the recent crusade to produce more ___
we 've basically got to start from <unk> to train ___
while some in the u.s. contend that advertising is the ___
until recently national governments in europe controlled most of the ___
since production costs were guaranteed it did n't matter that ___
but not much money was spent on the shows either ___
now however commercial channels are coming to most european countries ___
just last week greece authorized two commercial channels for the ___
but perhaps to the <unk> of those calling for quotas ___
sky channel a <unk> venture of <unk> press <unk> rupert ___
the financially struggling station offers programs obviously made available <unk> ___
in a madrid hotel room recently a <unk> caught the ___
<unk> <unk> in bonn <unk> <unk> in milan tim <unk> ___
british aerospace plc and france 's <unk> s.a. said they ___
the N joint venture which may be dubbed <unk> would ___
after two years of talks plans for the venture are ___
the venture would strengthen the rapidly growing ties between the ___
in recent months a string of cross-border mergers and joint ___
already british aerospace and french <unk> <unk> <unk> on a ___
just last week they announced they may make a joint ___
the sudden <unk> of british aerospace and <unk> traditionally bitter ___
most threatened by closer british <unk> ties would be their ___
but neither <unk> nor <unk> unrelated to stamford <unk> general ___
yesterday a source close to <unk> confirmed that his company ___
companies with which <unk> has had talks about a possible ___
but it may be weeks before <unk> and its potential ___
<unk> plans first to study ferranti 's financial accounts which ___
also any <unk> bid might be blocked by british antitrust ___
a consortium bid however would <unk> <unk> 's direct role ___
a british aerospace spokeswoman appeared <unk> by the prospect of ___
at least one potential <unk> partner <unk> insists it is ___
we have nothing to say about this affair which does ___
the missile venture the british aerospace spokeswoman said is a ___
for both thomson and british aerospace earnings in their home ___
thomson feels the future of its defense business depends on ___
the european defense industry is consolidating for instance west germany ___
in missiles thomson is already <unk> by british aerospace and ___
to justify N ownership of the planned venture thomson would ___
annual revenue of british aerospace 's missile business is about ___
british aerospace 's chief missile products include its <unk> family ___
thomson missile products with about half british aerospace 's annual ___
<unk> pipe line co. said it will delay a proposed ___
<unk> canada 's biggest oil pipeline operator and a major ___
canadian crude production averaged about N million barrels a day ___
the capability of existing fields to deliver oil is dropping ___
mr. <unk> said volume on <unk> 's system is down ___
there has been a swing of the <unk> back to ___
many of canada 's oil and gas producers say the ___
the number of active drilling <unk> in canada is down ___
mr. <unk> said the main reason for the production decline ___
<unk> <unk> about N N of all crude produced in ___
nearly all of the crude oil that canada exports to ___
canada 's current oil exports to the u.s. total about ___
that ranks canada as the <unk> source of imported crude ___
mr. <unk> said canada 's declining crude output combined with ___
but when something is inevitable you learn to live with ___
mr. <unk> stressed that the delay of <unk> 's proposed ___
under terms of its proposed <unk> expansion which would have ___
the system currently has a capacity of N million barrels ___
inland steel industries inc. expects to report that third-quarter earnings ___
in the second quarter the steelmaker had net income of ___
the company said normal seasonal softness and lost orders caused ___
at the same time the <unk> business was hurt by ___
the <unk> business was hurt by reduced margins and start-up ___
the company said it is beginning to see some <unk> ___
inland said its third-quarter results will be announced later this ___
in the year-earlier third quarter when the industry was in ___
predicting the financial results of computer firms has been a ___
take microsoft corp. the largest maker of personal computer software ___
in july the company stunned wall street with the prediction ___
investors taking this as a sign that a broad industry ___
last week microsoft said it expects revenue for its first ___
the announcement caused the company 's stock to surge $ ___
microsoft 's surprising strength is one example of the difficulty ___
it 's hard to know what to expect at this ___
to illustrate mr. rogers said that of the N <unk> ___
among those companies expected to have a down quarter are ___
international business machines corp. also is expected to report disappointing ___
apple computer inc. meanwhile is expected to show improved earnings ___
in july the company reported that booming sales of new ___
this month however businessland warned investors that results for its ___
the company said it expects earnings of N to N ___
while the earnings picture <unk> observers say the major forces ___
in computer publishing a battle over <unk> is hurting adobe ___
until recently adobe had a lock on the market for ___
now the two firms are <unk> on an alternative to ___
the company is beginning to ship a new software program ___
the program is aimed at improving the quality of printed ___
john <unk> adobe 's chief executive officer said the mountain ___
meanwhile competition between various operating systems which control the basic ___
it creates uncertainty and usually <unk> down sales said <unk> ___
mr. <unk> said this probably is behind the expected weak ___
he expects <unk> to report earnings of N cents a ___
on the other hand the battle of the bus is ___
ibm is backing one type of bus called <unk> while ___
users do n't care about the bus said daniel benton ___
he said apple 's family of <unk> computers for instance ___
in personal computers apple compaq and ibm are expected to ___
at the same time <unk> firms will continue to lose ___
some lagging competitors even may leave the personal computer business ___
<unk> technology for instance is considered a candidate to sell ___
<unk> has done well establishing a distribution business but they ___
mr. brown estimates <unk> whose terminals business is strong will ___
personal-computer makers will continue to eat away at the business ___
<unk> powerful <unk> computers designed with one or more microprocessors ___
the guys that make traditional hardware are really being <unk> ___
as a result of this trend longtime <unk> <unk> ibm ___
mr. benton expects compaq to unveil a family of high-end ___
a <unk> of new computer companies also has targeted this ___
the population of all four states is on the <unk> ___
iowa for instance saw its population grow by N people ___
still even that modest increase is good news for a ___
between N and N north <unk> was the only state ___
six of the N midwestern states have been growing steadily ___
the northeast has been holding its own in the population ___
seven of nine states have grown each year since N ___
and although pennsylvania and massachusetts suffered slight declines earlier in ___
at the same time several states in the south and ___
seven states that grew in the early 1980s are now ___
overall though the south and west still <unk> the northeast ___
but the growth gap between the sun belt and other ___
and even after losing a spouse more of the elderly ___
a new census bureau study of the <unk> population shows ___
this does n't mean they 're less likely to live ___
what has changed is that more of the young elderly ___
in N N N of those aged N to N ___
but even among those aged N and older the share ___
like their younger counterparts the older elderly are less likely ___
only N N of those aged N and older lived ___
the likelihood of living alone beyond the age of N ___
more people are remaining independent longer presumably because they are ___
at least that 's what a survey by ernst & ___
two-thirds of respondents said they strongly felt the need to ___
being successful in careers and spending the money they make ___
unlike most studies of the affluent market this survey excluded ___
average household income for the sample was $ N and ___
the goal was to learn about one of today 's ___
although they represent only N N of the population they ___
across the board these consumers value quality buy what they ___
despite their considerable incomes and assets N N of the ___
<unk> percent do n't even feel they are financially well ___
about N N do n't feel they 're more able ___
while <unk> feel some <unk> about being affluent only N ___
<unk> percent attend <unk> services regularly at the same time ___
the number of women and minorities who hold jobs in ___
the american bankers association says that women make up N ___
the share of minorities in those positions has risen to ___
<unk> personal income in the u.s. grew faster than inflation ___
the amount of income <unk> up for each man woman ___
per capita personal income ranged from $ N in mississippi ___
there are N million students in college this fall up ___
about N N are women and N N are <unk> ___
trouble with a capital <unk> and that <unk> with <unk> ___
more than N years ago prof. harold hill the con ___
now <unk> spirits on <unk> 's town council have barred ___
mayor lynn <unk> and two members of the council said ___
and the mayor in an <unk> that bears a <unk> ___
the council 's action is yet another blow to a ___
obviously they 're not in touch with what 's going ___
pool is hot in new york and chicago he insists ___
with today 's tougher drunk driving laws he adds people ___
besides <unk> behavior seems unlikely at the grand <unk> where ___
at the <unk> manager elizabeth <unk> wo n't admit <unk> ___
but a majority of the <unk> council did n't buy ___
after its previous mayor committed <unk> last year an investigation ___
the <unk> embarrassed town officials although they argued that the ___
i think there 's some people worried about something pretty ___
i thought this was all taken care of in the ___
the only thing robert goldberg could <unk> about cbs 's ___
for instance <unk> white is not the ultimate <unk> <unk> ___
richard <unk> <unk> as a <unk> <unk> <unk> in a ___
and even if a <unk> would wear flowers in her ___
sorry the show does not even have the one <unk> ___
of all the ethnic <unk> in america which is the ___
a good bet would be the tension between blacks and ___
or so it must seem to <unk> mason the veteran ___
not only is mr. mason the star of chicken soup ___
here in neutral language is the <unk> of mr. mason ___
mr. mason said that many jewish voters feel guilty toward ___
he said that many black voters feel bitter about racial ___
he said that <unk> have contributed more to black causes ___
as a <unk> of ethnic humor from the old days ___
he said <unk> were sick with <unk> and he called ___
if mr. mason had used less <unk> language to <unk> ___
it probably would because few or none of the people ___
in addition some of mr. mason 's critics have implied ___
for example the new york state counsel for the <unk> ___
these critics fail to <unk> between the type of ethnic ___
the latter typically is the humor of the <unk> and ___
in the hands of a <unk> like <unk> bruce this ___
but <unk> by a pro like <unk> mason it is ___
because despite all the media <unk> about comedy and politics ___
that 's why it 's dangerous to have <unk> thought ___
as elizabeth <unk> wrote in the new york times just ___
the question is if group conflicts still exist as <unk> ___
do n't say the tv <unk> because that happens to ___
it is true that the best <unk> do allow group ___
in chicken soup mr. mason plays <unk> a jewish <unk> ___
at least they both speak with strong <unk> as do ___
it could n't be more obvious that chicken soup is ___
and a safe one imagine if the <unk> in question ___
back in the 1920s the play and movie versions of ___
and it has remained there as <unk> by its <unk> ___
clearly the question with chicken soup is not whether the ___
part of the problem is the tendency of all <unk> ___
to some extent this tendency emerges whenever the show tries ___
for instance michael <unk> <unk> not because he 's a ___
even more <unk> is the <unk> between <unk> <unk> and ___
the best moments in the show occur at the beginning ___
but too often these <unk> lack spark because this <unk> ___
i 'm not suggesting that the producers start putting together ___
that issue like racial <unk> in new york city will ___
but i am suggesting that they stop requiring mr. mason ___
at your age <unk> you ought to know that you ___
the official white house reaction to a plunge in stock ___
treasury secretary nicholas brady said in a statement friday that ___
the economy he added remains <unk> and the outlook is ___
here 's what ronald reagan said after the N crash ___
there is nothing wrong with the economy all the <unk> ___
after the N crash herbert <unk> said the fundamental business ___
james robinson N years old was elected president and chief ___
he has been president and chief executive officer of <unk> ___
charles j. lawson jr. N who had been acting chief ___
the former president and chief executive eric w. <unk> resigned ___
the senate 's decision to approve a <unk> deficit-reduction bill ___
late friday night the senate voted N to approve an ___
lawmakers drastically <unk> the bill to blunt criticism that it ___
we 're putting a deficit-reduction bill back in the category ___
but senate supporters of the <unk> legislation said that other ___
in addition the companion deficit-reduction bill already passed by the ___
house-senate negotiations are likely to begin at <unk> and last ___
no one can predict exactly what will happen on the ___
but he added i believe republicans and democrats will work ___
white house budget director richard darman told reporters yesterday that ___
we do n't need this as a way to get ___
house budget committee chairman leon <unk> d. calif said in ___
the senate 's decision was a setback for president bush ___
senate majority leader george mitchell d. maine said he was ___
and a senior aide to the house ways and means ___
one obvious place to <unk> a capital-gains tax cut and ___
such legislation must be enacted by the end of the ___
the senate bill was <unk> back in an attempt to ___
because the legislation has n't been completed president bush has ___
senators hope that the need to avoid those cuts will ___
a key is whether house republicans are willing to <unk> ___
although i am encouraged by the senate action said chairman ___
another big question <unk> over the debate is what president ___
he has been <unk> a <unk> bill without a guaranteed ___
but republican senators saw no way to overcome a procedural ___
the senate bill was stripped of many popular though <unk> ___
these include a child-care initiative and <unk> of <unk> tax ___
also missing from the senate bill is the house 's ___
one <unk> provision that was originally in the senate bill ___
mr. <unk> said he hopes the senate will consider that ___
to the <unk> of some doctors the bill dropped a ___
to the <unk> of many low-income people efforts to boost ___
asked why senators were giving up so much new mexico ___
sen. dole said that the move required sacrifice by every ___
it worked others said because there were no exceptions all ___
the senate also dropped a plan by its finance committee ___
in addition the bill dropped a plan to make permanent ___
it no longer includes a plan that would have <unk> ___
it also drops a provision that would have permitted corporations ___
also <unk> was a <unk> increase in the maximum <unk> ___
a provision that would have made the social security administration ___
the approval of the senate bill was especially sweet for ___
mr. mitchell 's relations with budget director darman who pushed ___
the deficit reduction bill contains $ N billion in tax ___
prevent companies that have made leveraged buy-outs from getting federal ___
require mutual funds to include in their taxable income dividends ___
close a <unk> regarding employee stock ownership plans effective june ___
the measure <unk> a N N exclusion given to banks ___
curb junk bonds by ending tax benefits for certain securities ___
raise $ N million by <unk> for one year an ___
speed up the collection of the payroll tax from large ___
impose a tax on <unk> chemicals such as those used ___
<unk> income taxes from the <unk> of certain farm workers ___
change the collection of gasoline <unk> taxes to weekly from ___
restrict the ability of real estate owners to escape taxes ___
increase to $ N a person from $ N the ___
the measure also includes spending cuts and increases in federal ___
reduction of medicare spending in fiscal N by some $ ___
the plan would impose a brief freeze on physician fees ___
removal of the u.s. postal service 's operating budget from ___
authority for the federal aviation administration to raise $ N ___
direction to the u.s. coast guard to collect $ N ___
raising an additional $ N million by increasing existing federal ___
in response to your overly optimistic <unk> piece on how ___
i was laid off in august N and after a ___
my unemployment insurance ran out before i found a job ___
the statistics quoted by the new census bureau report <unk> ___
i think what bothered me most about the piece was ___
to top it off you <unk> the <unk> showing the ___
looking for a job was one of the most anxious ___
bull <unk> information systems inc. is a u.s. <unk> unit ___
in friday 's edition the name of the unit was ___
moody 's investors service said it reduced its rating on ___
the agency said it reduced its rating on the thrift ___
